"id","make","model","year","class","trans","cyl","displ","hwy","cty","hwy.factor"
13379,"Mitsubishi","3000 GT",1997,"subcompact","Auto",6,3,22,16,2
13380,"Mitsubishi","3000 GT",1997,"subcompact","Manual",6,3,23,17,2
13381,"Mitsubishi","3000 GT",1997,"subcompact","Manual",6,3,22,17,2
13382,"Mitsubishi","3000 GT",1997,"subcompact","Manual",6,3,22,16,2
14103,"Mitsubishi","3000 GT",1998,"subcompact","Auto",6,3,21,16,2
14104,"Mitsubishi","3000 GT",1998,"subcompact","Auto",6,3,22,16,2
14105,"Mitsubishi","3000 GT",1998,"subcompact","Manual",6,3,22,17,2
14106,"Mitsubishi","3000 GT",1998,"subcompact","Manual",6,3,23,17,2
14107,"Mitsubishi","3000 GT",1998,"subcompact","Manual",6,3,22,16,2
11743,"Mitsubishi","3000 GT Spyder",1995,"subcompact","Auto",6,3,22,16,2
11744,"Mitsubishi","3000 GT Spyder",1995,"subcompact","Manual",6,3,22,15,2
12642,"Mitsubishi","3000 GT Spyder",1996,"subcompact","Auto",6,3,22,16,2
12643,"Mitsubishi","3000 GT Spyder",1996,"subcompact","Manual",6,3,23,15,2
13383,"Mitsubishi","3000 GT Spyder",1997,"subcompact","Auto",6,3,22,17,2
13384,"Mitsubishi","3000 GT Spyder",1997,"subcompact","Manual",6,3,23,15,2
14108,"Mitsubishi","3000 GT Spyder",1998,"subcompact","Auto",6,3,22,16,2
14109,"Mitsubishi","3000 GT Spyder",1998,"subcompact","Manual",6,3,23,15,2
14886,"Mitsubishi","3000GT",1999,"subcompact","Auto",6,3,21,16,2
14887,"Mitsubishi","3000GT",1999,"subcompact","Auto",6,3,22,16,2
14888,"Mitsubishi","3000GT",1999,"subcompact","Manual",6,3,22,17,2
14889,"Mitsubishi","3000GT",1999,"subcompact","Manual",6,3,23,17,2
14890,"Mitsubishi","3000GT",1999,"subcompact","Manual",6,3,22,16,2
1244,"Mitsubishi","Cordia",1985,"subcompact","Auto",4,2,23,21,2
1245,"Mitsubishi","Cordia",1985,"subcompact","Manual",4,2,29,21,3
166,"Mitsubishi","Cordia",1985,"subcompact","Manual",4,1.8,27,21,3
167,"Mitsubishi","Cordia",1985,"subcompact","Manual",4,1.8,27,21,3
168,"Mitsubishi","Cordia",1985,"subcompact","Auto",4,2,24,21,2
169,"Mitsubishi","Cordia",1985,"subcompact","Manual",4,2,29,22,3
1865,"Mitsubishi","Cordia",1986,"subcompact","Manual",4,1.8,26,19,3
1866,"Mitsubishi","Cordia",1986,"subcompact","Auto",4,2,24,21,2
1867,"Mitsubishi","Cordia",1986,"subcompact","Manual",4,2,29,22,3
3066,"Mitsubishi","Cordia",1987,"subcompact","Manual",4,1.8,26,19,3
3067,"Mitsubishi","Cordia",1987,"subcompact","Auto",4,2,24,21,2
3068,"Mitsubishi","Cordia",1987,"subcompact","Manual",4,2,29,22,3
4283,"Mitsubishi","Cordia",1988,"subcompact","Manual",4,1.8,26,19,3
4284,"Mitsubishi","Cordia",1988,"subcompact","Auto",4,2,23,21,2
4285,"Mitsubishi","Cordia",1988,"subcompact","Manual",4,2,29,21,3
8924,"Mitsubishi","Diamante",1992,"compact","Auto",6,3,22,16,2
8925,"Mitsubishi","Diamante",1992,"compact","Auto",6,3,23,16,2
9961,"Mitsubishi","Diamante",1993,"compact","Auto",6,3,22,16,2
9962,"Mitsubishi","Diamante",1993,"compact","Auto",6,3,23,16,2
10939,"Mitsubishi","Diamante",1994,"compact","Auto",6,3,22,16,2
10940,"Mitsubishi","Diamante",1994,"compact","Auto",6,3,22,16,2
11894,"Mitsubishi","Diamante",1995,"compact","Auto",6,3,23,16,2
11895,"Mitsubishi","Diamante",1995,"compact","Auto",6,3,23,16,2
12760,"Mitsubishi","Diamante",1996,"compact","Auto",6,3,22,16,2
12761,"Mitsubishi","Diamante",1996,"compact","Auto",6,3,23,16,2
13589,"Mitsubishi","Diamante",1997,"midsize","Auto",6,3.5,24,16,2
14339,"Mitsubishi","Diamante",1998,"midsize","Auto",6,3.5,23,16,2
15130,"Mitsubishi","Diamante",1999,"midsize","Auto",6,3.5,22,16,2
15939,"Mitsubishi","Diamante",2000,"midsize","Auto",6,3.5,23,16,2
16803,"Mitsubishi","Diamante",2001,"midsize","Auto",6,3.5,23,16,2
17731,"Mitsubishi","Diamante",2002,"midsize","Auto",6,3.5,23,16,2
18690,"Mitsubishi","Diamante Sedan",2003,"midsize","Auto",6,3.5,23,16,2
19787,"Mitsubishi","Diamante Sedan",2004,"midsize","Auto",6,3.5,23,15,2
19788,"Mitsubishi","Diamante Sedan",2004,"midsize","Auto",6,3.5,23,15,2
20912,"Mitsubishi","Diamante Sedan",2005,"midsize","Auto",6,3.5,23,15,2
10192,"Mitsubishi","Diamante Wagon",1993,"wagon","Auto",6,3,23,17,2
11149,"Mitsubishi","Diamante Wagon",1994,"wagon","Auto",6,3,23,16,2
6552,"Mitsubishi","Eclipse",1990,"subcompact","Auto",4,1.8,27,21,3
6553,"Mitsubishi","Eclipse",1990,"subcompact","Manual",4,1.8,29,21,3
6554,"Mitsubishi","Eclipse",1990,"subcompact","Auto",4,2,25,19,3
6555,"Mitsubishi","Eclipse",1990,"subcompact","Manual",4,2,23,18,2
6556,"Mitsubishi","Eclipse",1990,"subcompact","Manual",4,2,26,19,3
6557,"Mitsubishi","Eclipse",1990,"subcompact","Manual",4,2,26,19,3
7650,"Mitsubishi","Eclipse",1991,"subcompact","Auto",4,1.8,28,21,3
7651,"Mitsubishi","Eclipse",1991,"subcompact","Manual",4,1.8,29,21,3
7652,"Mitsubishi","Eclipse",1991,"subcompact","Auto",4,2,19,16,1
7653,"Mitsubishi","Eclipse",1991,"subcompact","Auto",4,2,22,17,2
7654,"Mitsubishi","Eclipse",1991,"subcompact","Auto",4,2,25,19,3
7655,"Mitsubishi","Eclipse",1991,"subcompact","Manual",4,2,23,18,2
7656,"Mitsubishi","Eclipse",1991,"subcompact","Manual",4,2,26,19,3
7657,"Mitsubishi","Eclipse",1991,"subcompact","Manual",4,2,26,19,3
8749,"Mitsubishi","Eclipse",1992,"subcompact","Auto",4,1.8,28,21,3
8750,"Mitsubishi","Eclipse",1992,"subcompact","Manual",4,1.8,29,21,3
8751,"Mitsubishi","Eclipse",1992,"subcompact","Auto",4,2,22,17,2
8752,"Mitsubishi","Eclipse",1992,"subcompact","Auto",4,2,19,16,1
8753,"Mitsubishi","Eclipse",1992,"subcompact","Auto",4,2,25,19,3
8754,"Mitsubishi","Eclipse",1992,"subcompact","Manual",4,2,23,18,2
8755,"Mitsubishi","Eclipse",1992,"subcompact","Manual",4,2,26,19,3
8756,"Mitsubishi","Eclipse",1992,"subcompact","Manual",4,2,26,19,3
9810,"Mitsubishi","Eclipse",1993,"subcompact","Auto",4,1.8,28,21,3
9811,"Mitsubishi","Eclipse",1993,"subcompact","Manual",4,1.8,29,21,3
9812,"Mitsubishi","Eclipse",1993,"subcompact","Auto",4,2,20,16,2
9813,"Mitsubishi","Eclipse",1993,"subcompact","Auto",4,2,22,17,2
9814,"Mitsubishi","Eclipse",1993,"subcompact","Auto",4,2,25,19,3
9815,"Mitsubishi","Eclipse",1993,"subcompact","Manual",4,2,23,18,2
9816,"Mitsubishi","Eclipse",1993,"subcompact","Manual",4,2,26,19,3
9817,"Mitsubishi","Eclipse",1993,"subcompact","Manual",4,2,26,19,3
10779,"Mitsubishi","Eclipse",1994,"subcompact","Auto",4,1.8,28,21,3
10780,"Mitsubishi","Eclipse",1994,"subcompact","Manual",4,1.8,29,21,3
10781,"Mitsubishi","Eclipse",1994,"subcompact","Auto",4,2,20,17,2
10782,"Mitsubishi","Eclipse",1994,"subcompact","Auto",4,2,22,17,2
10783,"Mitsubishi","Eclipse",1994,"subcompact","Auto",4,2,25,19,3
10784,"Mitsubishi","Eclipse",1994,"subcompact","Manual",4,2,26,19,3
10785,"Mitsubishi","Eclipse",1994,"subcompact","Manual",4,2,26,19,3
10786,"Mitsubishi","Eclipse",1994,"subcompact","Manual",4,2,23,18,2
11728,"Mitsubishi","Eclipse",1995,"subcompact","Auto",4,2,29,19,3
11729,"Mitsubishi","Eclipse",1995,"subcompact","Auto",4,2,28,18,3
11730,"Mitsubishi","Eclipse",1995,"subcompact","Auto",4,2,25,20,3
11731,"Mitsubishi","Eclipse",1995,"subcompact","Auto",4,2,23,17,2
11732,"Mitsubishi","Eclipse",1995,"subcompact","Manual",4,2,29,19,3
11733,"Mitsubishi","Eclipse",1995,"subcompact","Manual",4,2,30,19,3
11734,"Mitsubishi","Eclipse",1995,"subcompact","Manual",4,2,29,21,3
11735,"Mitsubishi","Eclipse",1995,"subcompact","Manual",4,2,25,19,3
12629,"Mitsubishi","Eclipse",1996,"subcompact","Auto",4,2,23,17,2
12630,"Mitsubishi","Eclipse",1996,"subcompact","Auto",4,2,27,18,3
12631,"Mitsubishi","Eclipse",1996,"subcompact","Auto",4,2,24,18,2
12632,"Mitsubishi","Eclipse",1996,"subcompact","Manual",4,2,26,19,3
12633,"Mitsubishi","Eclipse",1996,"subcompact","Manual",4,2,29,19,3
12634,"Mitsubishi","Eclipse",1996,"subcompact","Manual",4,2,29,21,3
13372,"Mitsubishi","Eclipse",1997,"subcompact","Auto",4,2,28,18,3
13373,"Mitsubishi","Eclipse",1997,"subcompact","Auto",4,2,23,17,2
13374,"Mitsubishi","Eclipse",1997,"subcompact","Auto",4,2,24,18,2
13375,"Mitsubishi","Eclipse",1997,"subcompact","Manual",4,2,26,19,3
13376,"Mitsubishi","Eclipse",1997,"subcompact","Manual",4,2,30,19,3
13377,"Mitsubishi","Eclipse",1997,"subcompact","Manual",4,2,29,21,3
14110,"Mitsubishi","Eclipse",1998,"subcompact","Auto",4,2,28,18,3
14111,"Mitsubishi","Eclipse",1998,"subcompact","Auto",4,2,23,17,2
14112,"Mitsubishi","Eclipse",1998,"subcompact","Auto",4,2,25,18,3
14113,"Mitsubishi","Eclipse",1998,"subcompact","Manual",4,2,30,20,3
14114,"Mitsubishi","Eclipse",1998,"subcompact","Manual",4,2,29,20,3
14115,"Mitsubishi","Eclipse",1998,"subcompact","Manual",4,2,26,19,3
14891,"Mitsubishi","Eclipse",1999,"subcompact","Auto",4,2,25,18,3
14892,"Mitsubishi","Eclipse",1999,"subcompact","Auto",4,2,23,17,2
14893,"Mitsubishi","Eclipse",1999,"subcompact","Auto",4,2,28,18,3
14894,"Mitsubishi","Eclipse",1999,"subcompact","Manual",4,2,30,20,3
14895,"Mitsubishi","Eclipse",1999,"subcompact","Manual",4,2,26,19,3
14896,"Mitsubishi","Eclipse",1999,"subcompact","Manual",4,2,29,20,3
15689,"Mitsubishi","Eclipse",2000,"subcompact","Auto",4,2.4,25,18,3
15690,"Mitsubishi","Eclipse",2000,"subcompact","Auto",4,2.4,25,18,3
15691,"Mitsubishi","Eclipse",2000,"subcompact","Manual",4,2.4,28,20,3
15692,"Mitsubishi","Eclipse",2000,"subcompact","Auto",6,3,25,18,3
15693,"Mitsubishi","Eclipse",2000,"subcompact","Manual",6,3,26,18,3
16525,"Mitsubishi","Eclipse",2001,"subcompact","Auto",4,2.4,25,18,3
16526,"Mitsubishi","Eclipse",2001,"subcompact","Manual",4,2.4,27,20,3
16527,"Mitsubishi","Eclipse",2001,"subcompact","Auto",4,2.4,25,18,3
16528,"Mitsubishi","Eclipse",2001,"subcompact","Manual",6,3,26,18,3
16529,"Mitsubishi","Eclipse",2001,"subcompact","Auto",6,3,26,17,3
17442,"Mitsubishi","Eclipse",2002,"subcompact","Auto",4,2.4,25,18,3
17443,"Mitsubishi","Eclipse",2002,"subcompact","Manual",4,2.4,28,20,3
17444,"Mitsubishi","Eclipse",2002,"subcompact","Auto",4,2.4,25,18,3
17445,"Mitsubishi","Eclipse",2002,"subcompact","Manual",6,3,26,18,3
17446,"Mitsubishi","Eclipse",2002,"subcompact","Auto",6,3,26,17,3
18429,"Mitsubishi","Eclipse",2003,"subcompact","Auto",4,2.4,25,19,3
18430,"Mitsubishi","Eclipse",2003,"subcompact","Auto",4,2.4,26,19,3
18431,"Mitsubishi","Eclipse",2003,"subcompact","Manual",4,2.4,28,20,3
18432,"Mitsubishi","Eclipse",2003,"subcompact","Manual",4,2.4,29,21,3
18433,"Mitsubishi","Eclipse",2003,"subcompact","Auto",4,2.4,25,19,3
18434,"Mitsubishi","Eclipse",2003,"subcompact","Auto",4,2.4,26,18,3
18435,"Mitsubishi","Eclipse",2003,"subcompact","Manual",6,3,26,18,3
18436,"Mitsubishi","Eclipse",2003,"subcompact","Auto",6,3,25,18,3
19493,"Mitsubishi","Eclipse",2004,"subcompact","Auto",4,2.4,25,19,3
19494,"Mitsubishi","Eclipse",2004,"subcompact","Manual",4,2.4,28,20,3
19495,"Mitsubishi","Eclipse",2004,"subcompact","Auto",4,2.4,25,19,3
19496,"Mitsubishi","Eclipse",2004,"subcompact","Manual",6,3,26,18,3
19497,"Mitsubishi","Eclipse",2004,"subcompact","Manual",6,3,27,18,3
19498,"Mitsubishi","Eclipse",2004,"subcompact","Auto",6,3,25,18,3
19499,"Mitsubishi","Eclipse",2004,"subcompact","Auto",6,3,25,18,3
20629,"Mitsubishi","Eclipse",2005,"subcompact","Auto",4,2.4,25,19,3
20630,"Mitsubishi","Eclipse",2005,"subcompact","Manual",4,2.4,28,20,3
20631,"Mitsubishi","Eclipse",2005,"subcompact","Auto",4,2.4,25,19,3
20632,"Mitsubishi","Eclipse",2005,"subcompact","Manual",6,3,27,18,3
20633,"Mitsubishi","Eclipse",2005,"subcompact","Manual",6,3,26,18,3
20634,"Mitsubishi","Eclipse",2005,"subcompact","Auto",6,3,25,18,3
20635,"Mitsubishi","Eclipse",2005,"subcompact","Auto",6,3,25,18,3
21758,"Mitsubishi","Eclipse",2006,"subcompact","Manual",4,2.4,28,20,3
21759,"Mitsubishi","Eclipse",2006,"subcompact","Auto",4,2.4,26,20,3
21760,"Mitsubishi","Eclipse",2006,"subcompact","Manual",6,3.8,25,16,3
21761,"Mitsubishi","Eclipse",2006,"subcompact","Auto",6,3.8,26,17,3
22735,"Mitsubishi","Eclipse",2007,"subcompact","Manual",4,2.4,28,20,3
22736,"Mitsubishi","Eclipse",2007,"subcompact","Auto",4,2.4,26,20,3
22737,"Mitsubishi","Eclipse",2007,"subcompact","Manual",6,3.8,25,16,3
22738,"Mitsubishi","Eclipse",2007,"subcompact","Auto",6,3.8,26,17,3
24009,"Mitsubishi","Eclipse",2008,"subcompact","Manual",4,2.4,28,20,3
24010,"Mitsubishi","Eclipse",2008,"subcompact","Auto",4,2.4,26,20,3
24011,"Mitsubishi","Eclipse",2008,"subcompact","Manual",6,3.8,25,16,3
24012,"Mitsubishi","Eclipse",2008,"subcompact","Auto",6,3.8,25,17,3
25226,"Mitsubishi","Eclipse",2009,"subcompact","Manual",6,3.8,25,16,3
25227,"Mitsubishi","Eclipse",2009,"subcompact","Auto",6,3.8,24,16,2
25228,"Mitsubishi","Eclipse",2009,"subcompact","Auto",4,2.4,26,19,3
25229,"Mitsubishi","Eclipse",2009,"subcompact","Manual",4,2.4,28,20,3
28559,"Mitsubishi","Eclipse",2010,"subcompact","Manual",6,3.8,25,16,3
28560,"Mitsubishi","Eclipse",2010,"subcompact","Manual",4,2.4,28,20,3
28561,"Mitsubishi","Eclipse",2010,"subcompact","Auto",6,3.8,24,16,2
28562,"Mitsubishi","Eclipse",2010,"subcompact","Auto",4,2.4,27,20,3
30046,"Mitsubishi","Eclipse",2011,"subcompact","Manual",4,2.4,28,20,3
30047,"Mitsubishi","Eclipse",2011,"subcompact","Auto",4,2.4,28,20,3
30048,"Mitsubishi","Eclipse",2011,"subcompact","Auto",6,3.8,25,17,3
31168,"Mitsubishi","Eclipse",2012,"subcompact","Auto",4,2.4,28,20,3
31169,"Mitsubishi","Eclipse",2012,"subcompact","Manual",4,2.4,28,20,3
31170,"Mitsubishi","Eclipse",2012,"subcompact","Auto",6,3.8,25,17,3
12542,"Mitsubishi","Eclipse Convertible",1996,"subcompact","Auto",4,2,24,18,2
12543,"Mitsubishi","Eclipse Convertible",1996,"subcompact","Manual",4,2,29,20,3
12544,"Mitsubishi","Eclipse Convertible",1996,"subcompact","Auto",4,2.4,26,18,3
12545,"Mitsubishi","Eclipse Convertible",1996,"subcompact","Manual",4,2.4,27,19,3
13288,"Mitsubishi","Eclipse Convertible",1997,"subcompact","Auto",4,2,24,18,2
13289,"Mitsubishi","Eclipse Convertible",1997,"subcompact","Manual",4,2,29,21,3
13290,"Mitsubishi","Eclipse Convertible",1997,"subcompact","Auto",4,2.4,26,18,3
13291,"Mitsubishi","Eclipse Convertible",1997,"subcompact","Manual",4,2.4,27,19,3
14020,"Mitsubishi","Eclipse Convertible",1998,"subcompact","Auto",4,2,24,18,2
14021,"Mitsubishi","Eclipse Convertible",1998,"subcompact","Manual",4,2,29,20,3
14022,"Mitsubishi","Eclipse Convertible",1998,"subcompact","Auto",4,2.3,26,18,3
14023,"Mitsubishi","Eclipse Convertible",1998,"subcompact","Manual",4,2.3,27,19,3
14822,"Mitsubishi","Eclipse Convertible",1999,"subcompact","Auto",4,2,24,18,2
14823,"Mitsubishi","Eclipse Convertible",1999,"subcompact","Manual",4,2,29,20,3
14824,"Mitsubishi","Eclipse Convertible",1999,"subcompact","Auto",4,2.4,26,18,3
14825,"Mitsubishi","Eclipse Convertible",1999,"subcompact","Manual",4,2.4,27,19,3
16478,"Mitsubishi","Eclipse Spyder",2001,"subcompact","Manual",4,2.4,27,20,3
16479,"Mitsubishi","Eclipse Spyder",2001,"subcompact","Auto",4,2.4,25,18,3
16480,"Mitsubishi","Eclipse Spyder",2001,"subcompact","Manual",6,3,25,17,3
16481,"Mitsubishi","Eclipse Spyder",2001,"subcompact","Auto",6,3,24,17,2
17390,"Mitsubishi","Eclipse Spyder",2002,"subcompact","Manual",4,2.4,27,19,3
17391,"Mitsubishi","Eclipse Spyder",2002,"subcompact","Auto",4,2.4,24,17,2
17392,"Mitsubishi","Eclipse Spyder",2002,"subcompact","Manual",6,3,26,18,3
17393,"Mitsubishi","Eclipse Spyder",2002,"subcompact","Auto",6,3,25,17,3
18358,"Mitsubishi","Eclipse Spyder",2003,"subcompact","Manual",4,2.4,28,20,3
18359,"Mitsubishi","Eclipse Spyder",2003,"subcompact","Manual",4,2.4,28,20,3
18360,"Mitsubishi","Eclipse Spyder",2003,"subcompact","Auto",4,2.4,24,18,2
18361,"Mitsubishi","Eclipse Spyder",2003,"subcompact","Auto",4,2.4,24,18,2
18362,"Mitsubishi","Eclipse Spyder",2003,"subcompact","Manual",6,3,26,18,3
18363,"Mitsubishi","Eclipse Spyder",2003,"subcompact","Auto",6,3,25,18,3
19409,"Mitsubishi","Eclipse Spyder",2004,"subcompact","Manual",4,2.4,28,20,3
19410,"Mitsubishi","Eclipse Spyder",2004,"subcompact","Auto",4,2.4,24,18,2
19411,"Mitsubishi","Eclipse Spyder",2004,"subcompact","Manual",6,3,26,18,3
19412,"Mitsubishi","Eclipse Spyder",2004,"subcompact","Manual",6,3,26,18,3
19413,"Mitsubishi","Eclipse Spyder",2004,"subcompact","Auto",6,3,25,18,3
19414,"Mitsubishi","Eclipse Spyder",2004,"subcompact","Auto",6,3,25,18,3
20532,"Mitsubishi","Eclipse Spyder",2005,"subcompact","Manual",4,2.4,28,20,3
20533,"Mitsubishi","Eclipse Spyder",2005,"subcompact","Auto",4,2.4,24,18,2
20534,"Mitsubishi","Eclipse Spyder",2005,"subcompact","Manual",6,3,26,18,3
20535,"Mitsubishi","Eclipse Spyder",2005,"subcompact","Manual",6,3,26,18,3
20536,"Mitsubishi","Eclipse Spyder",2005,"subcompact","Auto",6,3,25,18,3
20537,"Mitsubishi","Eclipse Spyder",2005,"subcompact","Auto",6,3,25,18,3
22723,"Mitsubishi","Eclipse Spyder",2007,"subcompact","Manual",4,2.4,26,19,3
22724,"Mitsubishi","Eclipse Spyder",2007,"subcompact","Auto",4,2.4,26,19,3
22725,"Mitsubishi","Eclipse Spyder",2007,"subcompact","Manual",6,3.8,24,16,2
22726,"Mitsubishi","Eclipse Spyder",2007,"subcompact","Auto",6,3.8,24,16,2
23999,"Mitsubishi","Eclipse Spyder",2008,"subcompact","Manual",4,2.4,26,19,3
24000,"Mitsubishi","Eclipse Spyder",2008,"subcompact","Auto",4,2.4,26,19,3
24001,"Mitsubishi","Eclipse Spyder",2008,"subcompact","Manual",6,3.8,25,16,3
24002,"Mitsubishi","Eclipse Spyder",2008,"subcompact","Auto",6,3.8,24,16,2
25216,"Mitsubishi","Eclipse Spyder",2009,"subcompact","Manual",6,3.8,25,16,3
25217,"Mitsubishi","Eclipse Spyder",2009,"subcompact","Auto",6,3.8,24,16,2
25218,"Mitsubishi","Eclipse Spyder",2009,"subcompact","Manual",4,2.4,26,19,3
25219,"Mitsubishi","Eclipse Spyder",2009,"subcompact","Auto",4,2.4,26,19,3
28542,"Mitsubishi","Eclipse Spyder",2010,"subcompact","Auto",6,3.8,24,16,2
28543,"Mitsubishi","Eclipse Spyder",2010,"subcompact","Auto",4,2.4,26,19,3
29979,"Mitsubishi","Eclipse Spyder",2011,"subcompact","Auto",4,2.4,27,20,3
29980,"Mitsubishi","Eclipse Spyder",2011,"subcompact","Auto",6,3.8,24,16,2
31111,"Mitsubishi","Eclipse Spyder",2012,"subcompact","Auto",4,2.4,27,20,3
31112,"Mitsubishi","Eclipse Spyder",2012,"subcompact","Auto",6,3.8,24,16,2
20213,"Mitsubishi","Endeavor",2004,"suv","Auto",6,3.8,21,15,2
20338,"Mitsubishi","Endeavor",2004,"suv","Auto",6,3.8,20,15,2
21329,"Mitsubishi","Endeavor 2WD",2005,"suv","Auto",6,3.8,21,16,2
22440,"Mitsubishi","Endeavor 2WD",2006,"suv","Auto",6,3.8,21,16,2
23392,"Mitsubishi","Endeavor 2WD",2007,"suv","Auto",6,3.8,22,16,2
25002,"Mitsubishi","Endeavor 2WD",2008,"suv","Auto",6,3.8,22,15,2
26148,"Mitsubishi","Endeavor 2WD",2009,"suv","Auto",6,3.8,21,15,2
28775,"Mitsubishi","Endeavor 2WD",2010,"suv","Auto",6,3.8,21,15,2
30497,"Mitsubishi","Endeavor 2WD",2011,"suv","Auto",6,3.8,21,15,2
21447,"Mitsubishi","Endeavor 4WD",2005,"suv","Auto",6,3.8,20,15,2
22563,"Mitsubishi","Endeavor 4WD",2006,"suv","Auto",6,3.8,20,15,2
23418,"Mitsubishi","Endeavor 4WD",2007,"suv","Auto",6,3.8,20,15,2
25048,"Mitsubishi","Endeavor AWD",2008,"suv","Auto",6,3.8,19,15,1
26199,"Mitsubishi","Endeavor AWD",2009,"suv","Auto",6,3.8,19,15,1
28811,"Mitsubishi","Endeavor AWD",2010,"suv","Auto",6,3.8,19,15,1
30546,"Mitsubishi","Endeavor AWD",2011,"suv","Auto",6,3.8,19,15,1
9156,"Mitsubishi","Expo",1992,"wagon","Auto",4,2.4,22,17,2
9157,"Mitsubishi","Expo",1992,"wagon","Auto",4,2.4,23,18,2
9158,"Mitsubishi","Expo",1992,"wagon","Manual",4,2.4,22,17,2
9159,"Mitsubishi","Expo",1992,"wagon","Manual",4,2.4,24,18,2
10177,"Mitsubishi","Expo",1993,"wagon","Auto",4,2.4,22,17,2
10178,"Mitsubishi","Expo",1993,"wagon","Auto",4,2.4,24,18,2
10179,"Mitsubishi","Expo",1993,"wagon","Manual",4,2.4,22,17,2
10180,"Mitsubishi","Expo",1993,"wagon","Manual",4,2.4,26,19,3
11140,"Mitsubishi","Expo",1994,"wagon","Auto",4,2.4,24,18,2
11141,"Mitsubishi","Expo",1994,"wagon","Auto",4,2.4,21,17,2
11142,"Mitsubishi","Expo",1994,"wagon","Manual",4,2.4,25,19,3
11143,"Mitsubishi","Expo",1994,"wagon","Manual",4,2.4,22,18,2
12113,"Mitsubishi","Expo",1995,"wagon","Auto",4,2.4,21,17,2
12114,"Mitsubishi","Expo",1995,"wagon","Auto",4,2.4,24,18,2
12115,"Mitsubishi","Expo",1995,"wagon","Manual",4,2.4,22,18,2
12116,"Mitsubishi","Expo",1995,"wagon","Manual",4,2.4,25,19,3
12934,"Mitsubishi","Expo",1996,"wagon","Auto",4,2.4,24,18,2
9160,"Mitsubishi","Expo.LRV",1992,"wagon","Auto",4,1.8,26,20,3
9161,"Mitsubishi","Expo.LRV",1992,"wagon","Auto",4,1.8,23,18,2
9162,"Mitsubishi","Expo.LRV",1992,"wagon","Manual",4,1.8,26,21,3
9163,"Mitsubishi","Expo.LRV",1992,"wagon","Manual",4,1.8,24,19,2
10181,"Mitsubishi","Expo.LRV",1993,"wagon","Auto",4,1.8,26,21,3
10182,"Mitsubishi","Expo.LRV",1993,"wagon","Auto",4,1.8,23,18,2
10183,"Mitsubishi","Expo.LRV",1993,"wagon","Manual",4,1.8,26,21,3
10184,"Mitsubishi","Expo.LRV",1993,"wagon","Manual",4,1.8,24,19,2
10185,"Mitsubishi","Expo.LRV",1993,"wagon","Auto",4,2.4,24,18,2
10186,"Mitsubishi","Expo.LRV",1993,"wagon","Auto",4,2.4,22,17,2
10187,"Mitsubishi","Expo.LRV",1993,"wagon","Manual",4,2.4,26,19,3
10188,"Mitsubishi","Expo.LRV",1993,"wagon","Manual",4,2.4,22,17,2
11144,"Mitsubishi","Expo.LRV",1994,"wagon","Auto",4,1.8,27,21,3
11145,"Mitsubishi","Expo.LRV",1994,"wagon","Manual",4,1.8,27,21,3
11146,"Mitsubishi","Expo.LRV",1994,"wagon","Auto",4,2.4,24,18,2
11147,"Mitsubishi","Expo.LRV",1994,"wagon","Manual",4,2.4,25,19,3
12117,"Mitsubishi","Expo.LRV",1995,"wagon","Auto",4,2.4,24,18,2
12118,"Mitsubishi","Expo.LRV",1995,"wagon","Manual",4,2.4,25,19,3
342,"Mitsubishi","Galant",1985,"compact","Auto",4,2.4,24,19,2
343,"Mitsubishi","Galant",1985,"compact","Auto",4,2.4,24,19,2
2020,"Mitsubishi","Galant",1986,"compact","Auto",4,2.4,24,18,2
3262,"Mitsubishi","Galant",1987,"compact","Auto",4,2.4,24,18,2
3263,"Mitsubishi","Galant",1987,"compact","Manual",4,2.4,24,18,2
5577,"Mitsubishi","Galant",1989,"compact","Auto",4,2,26,19,3
5578,"Mitsubishi","Galant",1989,"compact","Manual",4,2,25,18,3
5579,"Mitsubishi","Galant",1989,"compact","Manual",4,2,28,21,3
6714,"Mitsubishi","Galant",1990,"compact","Auto",4,2,24,18,2
6715,"Mitsubishi","Galant",1990,"compact","Auto",4,2,25,19,3
6716,"Mitsubishi","Galant",1990,"compact","Manual",4,2,21,18,2
6717,"Mitsubishi","Galant",1990,"compact","Manual",4,2,25,18,3
6718,"Mitsubishi","Galant",1990,"compact","Manual",4,2,27,20,3
7837,"Mitsubishi","Galant",1991,"compact","Auto",4,2,25,19,3
7838,"Mitsubishi","Galant",1991,"compact","Auto",4,2,24,18,2
7839,"Mitsubishi","Galant",1991,"compact","Auto",4,2,22,17,2
7840,"Mitsubishi","Galant",1991,"compact","Manual",4,2,23,17,2
7841,"Mitsubishi","Galant",1991,"compact","Manual",4,2,26,19,3
7842,"Mitsubishi","Galant",1991,"compact","Manual",4,2,25,18,3
7843,"Mitsubishi","Galant",1991,"compact","Manual",4,2,21,18,2
8926,"Mitsubishi","Galant",1992,"compact","Auto",4,2,25,19,3
8927,"Mitsubishi","Galant",1992,"compact","Auto",4,2,25,18,3
8928,"Mitsubishi","Galant",1992,"compact","Auto",4,2,23,17,2
8929,"Mitsubishi","Galant",1992,"compact","Manual",4,2,23,17,2
8930,"Mitsubishi","Galant",1992,"compact","Manual",4,2,28,21,3
8931,"Mitsubishi","Galant",1992,"compact","Manual",4,2,24,18,2
8932,"Mitsubishi","Galant",1992,"compact","Manual",4,2,23,18,2
